timestamp_ms,t_s,z_m,wake_label
1634583184218,164.0,-0.02,0
1634583184418,164.2,-0.011,0
1634583184618,164.4,-0.003,0
1634583184818,164.6,0.004,0
1634583185018,164.8,0.008,0
1634583185218,165.0,0.008,0
1634583185418,165.2,0.005,0
1634583185618,165.4,-0.001,0
1634583185818,165.6,-0.009,0
1634583186018,165.8,-0.014,0
1634583186218,166.0,-0.014,0
1634583186418,166.2,-0.007,0
1634583186618,166.4,0.003,0
1634583186818,166.6,0.013,0
1634583187018,166.8,0.018,0
1634583187218,167.0,0.018,0
1634583187418,167.2,0.016,0
1634583187618,167.4,0.013,0
